Removal of putative paralog loci.Paralogs removed for all samples:
Variable 'remove_loci_for_all_samples_with_more_than_this_mean_proportion_of_SNPs' set to: 0.02
Paralogs removed for each sample:
Sample	threshold	#removed	names
SRR8528336 	0.00995	44	1G02970, 1G10385, 1G16720, 1G25570, 1G55250, 1G71220, 2G04660, 2G32900, 2G33770, 2G42750, 3G03380, 3G11460, 3G11540, 3G11960, 3G12590, 3G14120, 3G17900, 3G25430, 3G43300, 3G61960, 4G03020, 4G10020, 4G18010, 4G20050, 4G20850, 4G21770, 5G03430, 5G04550, 5G08660, 5G11040, 5G11380, 5G13420, 5G13530, 5G15540, 5G15880, 5G16280, 5G30510, 5G35410, 5G40820, 5G50170, 5G51070, 5G51340, 5G61560, 5G66960
SRR8528338 	0.01007	17	5921, 5449, 2G26200, 2G39620, 2G46060, 3G14470, 4G18060, 4G21350, 4G30720, 5G15300, 5G16280, 5G39710, 5G40480, 5G51540, 5G54260, 5G54570, 5G59900
SRR8528339 	0.03526	5	5670, 1G70820, 5G17860, 5G52580, 5G65990
SRR8528341 	0.005	11	1G12470, 1G48090, 1G68930, 1G80350, 2G18760, 4G16144, 5G14450, 5G22750, 5G23050, 5G40440, 5G66960
SRR8528342 	0.02005	3	3G10030, 5G04710, 5G22800
SRR8528343 	0.00664	21	4932, 5940, 1G01770, 1G04690, 1G16570, 1G49820, 2G15620, 2G39450, 3G06530, 3G06880, 3G17880, 4G05090, 4G16144, 4G31200, 5G08660, 5G23880, 5G40820, 5G50210, 5G53480, 5G63050, 5G66680
SRR8528347 	0.0099	13	6041, 1G10910, 1G19025, 1G52520, 2G31970, 3G06483, 3G10380, 3G11540, 4G02260, 4G04970, 5G51070, 5G58020, 5G58480
SRR8528350 	0.0043	17	6128, 1G10330, 1G73930, 2G02560, 2G07360, 3G18290, 3G20240, 3G29320, 4G02260, 4G10950, 4G16570, 4G24620, 4G39850, 5G17530, 5G25230, 5G51200, 5G51690
SRR8528354 	0.0245	14	5922, 6098, 5333, 1G09870, 2G04660, 2G36840, 3G02570, 3G06920, 3G27670, 4G01570, 5G40480, 5G49830, 5G50210, 5G60980
SRR8528356 	0.07072	6	3G16910, 3G43300, 4G34260, 5G15540, 5G16280, 5G43920
SRR8528357 	0.00297	8	6685, 6631, 1G48880, 2G26780, 2G41700, 3G29320, 4G04970, 5G40440
SRR8528358 	0.03789	8	6450, 1G04110, 1G10240, 2G37230, 3G06530, 4G17230, 5G52580, 5G53970
SRR8528359 	0.00581	11	5921, 1G06590, 1G49040, 3G05350, 3G22980, 5G05200, 5G16280, 5G19610, 5G35460, 5G40440, 5G54080
SRR8528361 	0.02173	19	4932, 1G06560, 1G09010, 1G30010, 1G65380, 2G17760, 2G20050, 3G07140, 3G27820, 3G46220, 3G52200, 3G55160, 3G56370, 3G57180, 4G01037, 4G10020, 4G34350, 5G02810, 5G39830
SRR8528364 	0.01629	12	1G01910, 1G02970, 1G24706, 1G71220, 1G76730, 2G28070, 2G40840, 5G13420, 5G14450, 5G40480, 5G48800, 5G51540
SRR8528365 	0.00445	18	5138, 5398, 5406, 1G09900, 1G55590, 1G60995, 1G76400, 2G18710, 2G31740, 2G40070, 2G42490, 3G46220, 4G17090, 5G13560, 5G17530, 5G39500, 5G47010, 5G63840
SRR8528370 	0.00431	14	1G09900, 1G12470, 1G50940, 1G51720, 1G60070, 2G37320, 3G18290, 3G19970, 4G35850, 5G15880, 5G17530, 5G47010, 5G52280, 5G66680
SRR8528372 	0.00538	23	5264, 5922, 6128, 5554, 5426, 5257, 1G02970, 1G03390, 1G15980, 1G27760, 1G55250, 1G58120, 2G39830, 3G23020, 3G56940, 4G02460, 4G26090, 4G26750, 5G02820, 5G44370, 5G51200, 5G54180, 5G58410
SRR8528373 	0.02576	6	3G19990, 3G22170, 4G21770, 5G13770, 5G19610, 5G20990
SRR8528376 	0.02205	15	5670, 5596, 5398, 1G11000, 1G67120, 1G71220, 2G38770, 2G39260, 3G08960, 3G43300, 4G16660, 5G11040, 5G13530, 5G40440, 5G58410
SRR8528379 	0.00482	22	5670, 6450, 5426, 1G10910, 1G27460, 1G51550, 2G35610, 2G46060, 3G05350, 3G07140, 3G16910, 4G00550, 4G35560, 5G11380, 5G15880, 5G16210, 5G17530, 5G18670, 5G19350, 5G49890, 5G60020, 5G62130
SRR8528380 	0.04023	5	1G02860, 1G05960, 4G23540, 4G35870, 5G22800
SRR8528381 	0.00691	12	5922, 1G11000, 1G48090, 1G73960, 2G41700, 3G02260, 3G10380, 3G22980, 4G17140, 4G20850, 5G51340, 5G60570
SRR8528382 	0.09375	2	1G29900, 5G14230
SRR8528384 	0.00708	5	1G18270, 3G01460, 3G10030, 3G18290, 5G15540
SRR8528385 	0.04651	0	
SRR8528388 	0.02341	0	
SRR8528389 	0.00486	7	5426, 1G12470, 1G60070, 1G73960, 5G08415, 5G14450, 5G50210
SRR8528391 	0.00498	3	6041, 1G01220, 2G31970
SRR8528394 	0.02315	10	5398, 6175, 1G19025, 1G79560, 4G01730, 4G24790, 5G06120, 5G08660, 5G22850, 5G39830
SRR8528397 	0.03284	4	1G02420, 4G34260, 5G04710, 5G05200
SRR8528398 	0.02846	23	1G01220, 1G02970, 1G06950, 1G24706, 1G48090, 1G79560, 2G36840, 3G06810, 3G10230, 3G17900, 3G19810, 3G25430, 3G55070, 3G56370, 4G02730, 4G36390, 5G04550, 5G11330, 5G15540, 5G22350, 5G46070, 5G56290, 5G61400
SRR8528399 	0.03065	8	6383, 6572, 1G24610, 3G20630, 3G26090, 5G05680, 5G08490, 5G13690
SRR8528400 	0.00832	36	5138, 6487, 6128, 6383, 5406, 1G10910, 1G31360, 1G50200, 1G55250, 1G55760, 1G57770, 1G79150, 1G80460, 2G04842, 2G32040, 2G35610, 2G36840, 2G40190, 3G06810, 3G14120, 3G27730, 3G47400, 3G52940, 3G53150, 3G61960, 4G36630, 5G03430, 5G15880, 5G17530, 5G35560, 5G39830, 5G50320, 5G51340, 5G52850, 5G53970, 5G54570
