"Library_ID", "tribe", "genus", "species", "Library_ID2", "sample_in_inclusive_dataset", "sample_in_strict_dataset", "sample_in_superstrict_dataset", "sample_in_superstrict_by_tribe_dataset", "sample_in_ASTRAL_Pro_dataset", "tree_IQ_TREE_supermatrix_concordance_factors", "sample_in_chloroplast_dataset", "collection", "collection_number", "collection_date", "trait_state", "ASTRAL_taxon_occupancy_inclusive", "ASTRAL_taxon_occupancy_strict", "ASTRAL_taxon_occupancy_superstrict", "ASTRAL_taxon_occupancy_superstrict_by_tribe", "ASTRAL_Pro_taxon_occupancy", "type_specimen", "genus_type_species", "calibration", "old_sample", "species_genus_type", "not_species_genus_type", "allele_divergence", "locus_heterozygosity", "nloci", "HybPhaser_bp", "Lineages_Koch_Al_Shehbaz", "Lineages_Franzke_et_al", "Lineages_Nikolov_et_al", "Lineages_unplaced"
"S0669", "Brassiceae", "Schouwia", "Schouwia purpurea", "S0669", "Y", "Y", "Y", "Y", "Y", "Y", "", "Y?", "KM1720", "", "T", "950", "940", "268", "64", "5250", "", "Y", "", "", "Schouwia purpurea", "", 3.472, 60.65, 1014, 1068459, "II", "II", "II", ""
"S1458", "Brassiceae", "Quezeliantha", "Quezeliantha tibestica", "S1458", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "B 10 1154379", "1965", "T, holotype", "720", "701", "175", "270", "3535", "holotype", "Y", "", "", "Quezeliantha tibestica", "", 4.499, 92.61, 771, 581838, "II", "II", "II", ""
"S1506", "Brassiceae", "Zilla", "Zilla spinosa", "S1506", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "WAG.1415644", "1897", "WT", "735", "724", "184", "234", "3742", "", "Y", "", "Y", "Zilla spinosa", "", 2.857, 86.99, 784, 689271, "II", "II", "II", ""
"S0772", "Brassiceae", "Foleyola", "Foleyola billotii", "S0772", "Y", "Y", "Y", "Y", "Y", "Y", "", "Y", "8002200", "", "WT", "925", "913", "252", "162", "4834", "", "Y", "", "", "Foleyola billotii", "", 5.15, 98.59, 990, 1034973, "II", "II", "II", ""
"S0954", "Brassiceae", "Douepea", "Douepea tortuosa", "S0954", "Y", "Y", "Y", "Y", "Y", "Y", "", "N?", "W0112431", "2000", "WT", "943", "927", "265", "769", "5051", "", "Y", "", "", "Douepea tortuosa", "", 3.83, 89.71, 1011, 1044741, "II", "II", "II", ""
"S0464", "Brassiceae", "Fortuynia", "Fortuynia garcinii", "S0464", "Y", "Y", "Y", "Y", "Y", "Y", "", "", "tbd", "", "WT", "919", "912", "254", "484", "5002", "", "Y", "", "", "Fortuynia garcinii", "", 4.436, 92, 988, 1039605, "II", "II", "II", ""
"S1168", "Brassiceae", "Physorhynchus", "Physorhynchus brahuicus", "S1168", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "E00372120", "1977", "WT", "914", "909", "262", "662", "4954", "", "Y", "", "", "Physorhynchus brahuicus", "", 4.065, 87.84, 979, 1032996, "II", "II", "II", ""
"S1442", "Brassiceae", "Henophyton", "Henophyton deserti", "S1442", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "L.1855276", "1963", "WT", "887", "880", "244", "580", "4740", "", "Y", "", "", "Henophyton deserti", "", 3.112, 88.34, 952, 963390, "II", "II", "II", ""
"S1331", "Brassiceae", "Pseuderucaria", "Pseuderucaria clavata", "S1331", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "L.1829429", "1938", "T", "921", "914", "249", "801", "4885", "", "Y", "", "", "Pseuderucaria clavata", "", 3.837, 92.49, 986, 1010850, "II", "II", "II", ""
"S0380", "Brassiceae", "Psychine", "Psychine stylosa", "S0380", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "B 10 0184630", "1990", "T", "953", "942", "265", "488", "5142", "", "Y", "", "", "Psychine stylosa", "", 4.312, 89.38, 1017, 1047051, "II", "II", "II", ""
"S1221sl", "Brassiceae", "Guenthera", "Guenthera souliei", "S1221sl", "Y", "Y", "Y", "Y", "Y", "Y", "", "", "WAG.1749474", "1852", "S", "959", "917", "267", "449", "4988", "", "", "", "Y", "", "Guenthera souliei", 3.834, 96.27, 1020, 996063, "II", "II", "II", ""
"S0385", "Brassiceae", "Nasturtiopsis", "Nasturtiopsis coronopifolia", "S0385", "Y", "Y", "Y", "Y", "Y", "Y", "", "N", "B 10 0000850", "1989", "T", "946", "935", "268", "473", "5094", "", "Y", "", "", "Nasturtiopsis coronopifolia", "", 4.09, 92.35, 1020, 1017549, "II", "II", "II", ""
"S1339", "Brassiceae", "Savignya", "Savignya parviflora", "S1339", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "L.1842080", "1956", "T", "861", "851", "227", "59", "4586", "", "Y", "", "", "Savignya parviflora", "", 2.668, 57.68, 924, 954735, "II", "II", "II", ""
"S0617", "Brassiceae", "Hemicrambe", "Hemicrambe fruticulosa", "S0617", "Y", "Y", "Y", "Y", "Y", "Y", "", "Y", "WAG.0071640", "1967", "WT", "735", "726", "184", "398", "4224", "", "Y", "", "", "Hemicrambe fruticulosa", "", 9.442, 96.16, 807, 823833, "II", "II", "II", ""
"S0305", "Brassiceae", "Ammosperma", "Ammosperma cinerea", "S0305", "Y", "Y", "Y", "Y", "Y", "Y", "", "Y?", "B 10 0024139", "1999", "T", "725", "715", "181", "154", "4039", "", "Y", "", "", "Ammosperma cinerea", "", 4.481, 94.03, 787, 832335, "II", "II", "II", ""
"S1021", "Brassiceae", "Crambella", "Crambella teretifolia", "S1021", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "WAG.1897861", "1993", "T", "977", "969", "279", "144", "5171", "", "Y", "", "", "Crambella teretifolia", "", 6.093, 97.61, 1046, 1067931, "II", "II", "II", ""
"S0726", "Brassiceae", "Eremophyton", "Eremophyton chevallieri", "S0726", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "13643", "2012", "T", "852", "837", "227", "60", "4440", "", "Y", "", "", "Eremophyton chevallieri", "", 4.815, 93.46, 917, 965637, "II", "II", "II", ""
"S0664", "Brassiceae", "Erucaria", "Erucaria hispanica", "S0664", "Y", "Y", "Y", "Y", "Y", "Y", "", "Y?", "KM1405", "", "T", "940", "931", "260", "64", "4933", "", "Y", "", "", "Erucaria hispanica", "", 5.505, 98.91, 1010, 1062378, "II", "II", "II", ""
"S0743", "Brassiceae", "Cakile", "Cakile maritima", "S0743", "Y", "Y", "Y", "Y", "Y", "Y", "", "", "8009813", "", "T", "912", "908", "254", "227", "4692", "", "Y", "", "", "Cakile maritima", "", 2.934, 72.2, 982, 1038927, "II", "II", "II", ""
"S0315", "Brassiceae", "Didesmus", "Didesmus aegyptius", "S0315", "Y", "Y", "Y", "Y", "Y", "Y", "", "N?", "B 10 0184655", "1991", "T", "981", "971", "281", "248", "5046", "", "Y", "", "", "Didesmus aegyptius", "", 4.697, 90.54, 1046, 1064427, "II", "II", "II", ""
"S0731sl", "Brassiceae", "Crambe", "Crambe maritima", "S0731sl", "Y", "Y", "Y", "Y", "Y", "Y", "", "", "26278", "2015", "T", "925", "922", "254", "68", "5058", "", "Y", "", "", "Crambe maritima", "", 4.107, 88.69, 990, 1062081, "II", "II", "II", ""
"S1314", "Brassiceae", "Moricandia", "Moricandia arvensis", "S1314", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "WAG.1470250", "2008", "WT", "924", "919", "262", "244", "4964", "", "Y", "", "", "Moricandia arvensis", "", 4.352, 82.54, 991, 1020168, "II", "II", "II", ""
"S0326-2", "Brassiceae", "Kremeriella", "Kremeriella cordylocarpus", "S0326-2", "Y", "", "", "", "Y", "Y", "", "N", "B 10 0184646", "1993", "T", "216", NA, NA, NA, "977", "", "Y", "", "", "Kremeriella cordylocarpus", "", 0.513, 20.47, 254, 71709, "II", "II", "II", ""
"S0851", "Brassiceae", "Diplotaxis", "Diplotaxis harra", "S0851", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "", "BR976564", "", "W", "945", "935", "266", "158", "4998", "", "", "", "", "", "Diplotaxis harra", 4.549, 91.1, 1023, 1020387, "II", "II", "II", ""
"S1011sl", "Brassiceae", "Sinapis", "Sinapis alba", "S1011sl", "Y", "Y", "Y", "Y", "Y", "Y", "", "", "L.1834496", "1807", "T", "637", "623", "163", "89", "3124", "", "Y", "", "Y", "Sinapis alba", "", 5.887, 98.38, 681, 633858, "II", "II", "II", ""
"S1401", "Brassiceae", "Coincya", "Coincya monensis", "S1401", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "WAG.1739679", "2006", "Ta", "981", "970", "280", "139", "5128", "", "", "", "", "", "Coincya monensis", 5.005, 96.94, 1047, 1072311, "II", "II", "II", ""
"S0897", "Brassiceae", "Quidproquo", "Quidproquo confusum", "S0897", "Y", "Y", "Y", "Y", "Y", "Y", "", "Y", "L.1855113", "1912", "T", "778", "758", "207", "368", "3803", "", "Y", "", "", "Quidproquo confusum", "", 3.55, 91.79, 840, 801945, "II", "II", "II", ""
"S1220", "Brassiceae", "Brassica", "Brassica villosa", "S1220", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "WAG.1749486", "1855", "S", "791", "759", "202", "374", "3970", "", "", "", "Y", "", "Brassica villosa", 2.841, 77.31, 864, 780819, "II", "II", "II", ""
"S1208sl", "Brassiceae", "Brassica", "Brassica oleracea - nominate", "S1208sl", "Y", "Y", "Y", "Y", "Y", "Y", "", "", "L.1834667", "1983", "T", "780", "739", "205", "376", "3931", "", "Y", "", "", "Brassica oleracea - nominate", "", 2.713, 81.22, 836, 756906, "II", "II", "II", ""
"S0662", "Brassiceae", "Enarthrocarpus", "Enarthrocarpus arcuatus", "S0662", "Y", "Y", "Y", "Y", "Y", "Y", "", "N?", "KM2270", "", "T", "910", "890", "255", "59", "4824", "", "Y", "", "", "Enarthrocarpus arcuatus", "", 3.694, 79.71, 976, 1034346, "II", "II", "II", ""
"S0331", "Brassiceae", "Morisia", "Morisia monanthos", "S0331", "Y", "Y", "Y", "Y", "Y", "Y", "", "Y", "B 10 0184701", "1985", "T", "655", "642", "170", "158", "3189", "", "Y", "", "", "Morisia monanthos", "", 4.079, 93.11, 711, 775746, "II", "II", "II", ""
"S0317", "Brassiceae", "Erucastrum", "Erucastrum gallicum", "S0317", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "B 10 0099137", "2002", "S", "955", "931", "264", "239", "5133", "", "", "", "", "", "Erucastrum gallicum", 4.909, 95.9, 1024, 1052646, "II", "II", "II", ""
"S0747sl", "Brassiceae", "Zahora", "Zahora ait-atta", "S0747sl", "Y", "Y", "Y", "Y", "Y", "Y", "", "", "8009872", "", "T", "978", "963", "274", "246", "5307", "", "Y", "", "", "Zahora ait-atta", "", 4.269, 84.51, 1046, 1097010, "II", "II", "II", ""
"S0667", "Brassiceae", "Raffenaldia", "Raffenaldia primuloides", "S0667", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "KM2257", "2007", "T", "821", "813", "222", "52", "4320", "", "Y", "", "", "Raffenaldia primuloides", "", 4.709, 95.22, 878, 932940, "II", "II", "II", ""
"S0323", "Brassiceae", "Guiraoa", "Guiraoa arvensis", "S0323", "Y", "Y", "Y", "Y", "Y", "Y", "", "Y", "B 10 0184649", "1986", "T", "930", "921", "262", "232", "4924", "", "Y", "", "", "Guiraoa arvensis", "", 4.827, 94.87, 995, 1033359, "II", "II", "II", ""
"S0377", "Brassiceae", "Sinapidendron", "Sinapidendron frutescens", "S0377", "Y", "Y", "Y", "Y", "Y", "Y", "", "Y?", "B 10 0184697", "1997", "WT", "953", "906", "265", "477", "5011", "", "Y", "", "", "Sinapidendron frutescens", "", 3.798, 86.94, 1018, 1009221, "II", "II", "II", ""
"S0660sl", "Brassiceae", "Ceratocnemum", "Ceratocnemum rapistroides", "S0660sl", "Y", "Y", "Y", "Y", "Y", "Y", "", "", "KM2193", "", "T", "754", "717", "191", "405", "3749", "", "Y", "", "", "Ceratocnemum rapistroides", "", 2.679, 88.4, 810, 593523, "II", "II", "II", ""
"S1421", "Brassiceae", "Rapistrum", "Rapistrum rugosum", "S1421", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "L.1829750", "1962", "T", "807", "795", "216", "696", "4188", "", "Y", "", "", "Rapistrum rugosum", "", 4.629, 91.86, 860, 885777, "II", "II", "II", ""
"S0752", "Brassiceae", "Otocarpus", "Otocarpus virgatus", "S0752", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "8002342", "", "T", "956", "941", "265", "237", "5250", "", "Y", "", "", "Otocarpus virgatus", "", 5.287, 94.21, 1019, 1060074, "II", "II", "II", ""
"S1408", "Brassiceae", "Eruca", "Eruca vesicaria", "S1408", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "WAG.1752430", "1970", "T", "917", "894", "252", "744", "4759", "", "Y", "", "", "Eruca vesicaria", "", 4.728, 95.05, 990, 1001691, "II", "II", "II", ""
"S0583", "Brassiceae", "Raphanus", "Raphanus sativus", "S0583", "Y", "Y", "Y", "Y", "Y", "Y", "", "Y?", "L.3774403", "1985", "T", "906", "885", "252", "482", "4864", "", "Y", "", "", "Raphanus sativus", "", 4.389, 86.14, 967, 1010538, "II", "II", "II", ""
"S1509", "Brassiceae", "Rhamphospermum", "Rhamphospermum arvense", "S1509", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "AMD.39011", "1886", "T", "927", "891", "260", "325", "4765", "", "Y", "", "Y", "Rhamphospermum arvense", "", 4.095, 88.2, 1000, 979785, "II", "II", "II", ""
"S0590", "Brassiceae", "Hirschfeldia", "Hirschfeldia incana", "S0590", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "L.3767817", "1983", "T", "709", "684", "185", "365", "3456", "", "Y", "", "", "Hirschfeldia incana", "", 4.807, 91.32, 760, 796824, "II", "II", "II", ""
"SRR8528343", "Crucihimalayeae", "Crucihimalaya", "Crucihimalaya himalaica", "SRR8528343", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N?", "", "", "T", "719", "724", "198", "688", "4551", "", "Y", "", "", "Crucihimalaya himalaica", "", 0.055, 25.64, 737, 916290, "I", "I", "I", ""
"S0756", "Crucihimalayeae", "Ladakiella", "Ladakiella klimesii", "S0756", "Y", "Y", "Y", "Y", "Y", "Y", "", "Y?", "8000319", "", "T", "1001", "999", "291", "256", "5704", "", "Y", "", "", "Ladakiella klimesii", "", 0.276, 30.49, 1033, 1133634, "I", "I", "I", ""
"S1370", "Halimolobeae", "Halimolobos", "Halimolobos lasiolobus", "S1370", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "Rollins & Tryon 58251", "", "T", "1004", "1004", "295", "313", "5882", "", "Y", "", "", "Halimolobos lasiolobus", "", 1.112, 76.76, 1007, 1117704, "I", "I", "I", ""
"S1278", "Halimolobeae", "Sphaerocardamum", "Sphaerocardamum nesliiforme", "S1278", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "Bailey & Ochoterena 156", "1998", "T", "990", "988", "286", "284", "5611", "", "Y", "", "", "Sphaerocardamum nesliiforme", "", 0.142, 10.73, 1044, 1121169, "I", "I", "I", ""
"S1279", "Halimolobeae", "Exhalimolobos", "Exhalimolobos palmeri", "S1279", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "Bailey & Ochoterena 159", "1998", "T", "970", "967", "275", "273", "5536", "", "Y", "", "", "Exhalimolobos palmeri", "", 1.86, 98.29, 992, 1080300, "I", "I", "I", ""
"S0405", "Halimolobeae", "Mancoa", "Mancoa hispida", "S0405", "Y", "Y", "Y", "Y", "Y", "Y", "", "N", "5304549", "2000", "T", "983", "982", "282", "514", "5584", "", "Y", "", "", "Mancoa hispida", "", 0.295, 80.69, 958, 1124853, "I", "I", "I", ""
"S0643", "Halimolobeae", "Pennellia", "Pennellia longifolia", "S0643", "Y", "Y", "Y", "Y", "Y", "Y", "", "N", "14955", "2002", "T", "950", "946", "274", "513", "5424", "", "Y", "", "", "Pennellia longifolia", "", 0.291, 68.95, 918, 1007223, "I", "I", "I", ""
"S1227", "Boechereae", "Boechera", "Boechera holboellii", "S1227", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "L.1817752", "1966", "T", "1001", "999", "293", "532", "5747", "", "Y", "", "", "Boechera holboellii", "", 0.17, 28.72, 1027, 1124112, "I", "I", "I", ""
"S1369", "Boechereae", "Boechera", "Boechera yorkii", "S1369", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "", "York & Davis 2611", "2001", "S, isotype", "1005", "1002", "291", "311", "5851", "isotype", "", "", "", "", "Boechera yorkii", 0.543, 56.29, 1018, 1131015, "I", "I", "I", ""
"S0690", "Boechereae", "Borodinia", "Borodinia macrophylla", "S0690", "Y", "Y", "Y", "Y", "Y", "Y", "", "Y?", "04-0123-50-00", "", "T", "927", "916", "255", "62", "5229", "", "Y", "", "", "Borodinia macrophylla", "", 0.234, 67.4, 905, 911871, "I", "I", "I", ""
"S_670", "Boechereae", "Sandbergia", "Sandbergia whitedii", "S_670", "Y", "Y", "Y", "Y", "Y", "Y", "", "N", "", "", "T", "1014", "1011", "296", "263", "5773", "", "Y", "", "", "Sandbergia whitedii", "", 0.651, 83.9, 1000, 1128732, "I", "I", "I", ""
"S0268", "Boechereae", "Phoenicaulis", "Phoenicaulis cheiranthoides", "S0268", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N?", "Bartholomew 4159", "1988", "T", "973", "971", "280", "250", "5550", "", "Y", "", "", "Phoenicaulis cheiranthoides", "", 0.652, 91.61, 953, 1115238, "I", "I", "I", ""
"S0763", "Boechereae", "Yosemitea", "Yosemitea repanda", "S0763", "Y", "Y", "Y", "Y", "Y", "Y", "", "N", "8000447", "", "T", "973", "973", "278", "250", "5571", "", "Y", "", "", "Yosemitea repanda", "", 0.12, 27.06, 994, 1126308, "I", "I", "I", ""
"S0400", "Boechereae", "Nevada", "Nevada holmgrenii", "S0400", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "5188435", "1999", "T", "960", "957", "274", "509", "5479", "", "Y", "", "", "Nevada holmgrenii", "", 0.095, 38.84, 963, 1076889, "I", "I", "I", ""
"S0301", "Boechereae", "Polyctenium", "Polyctenium fremontii", "S0301", "Y", "Y", "Y", "Y", "Y", "Y", "", "N?", "Tiehm 12576", "1998", "T", "1003", "1000", "289", "260", "5661", "", "Y", "", "", "Polyctenium fremontii", "", 0.539, 86.67, 990, 1104399, "I", "I", "I", ""
"S0293", "Boechereae", "Cusickiella", "Cusickiella douglasii", "S0293", "Y", "Y", "Y", "Y", "Y", "Y", "", "Y", "Tiehm 5001", "1979", "T", "952", "934", "272", "240", "5394", "", "Y", "", "", "Cusickiella douglasii", "", 0.435, 77.51, 916, 914424, "I", "I", "I", ""
"S0282", "Boechereae", "Anelsonia", "Anelsonia eurycarpa", "S0282", "Y", "Y", "Y", "Y", "Y", "Y", "", "Y?", "Tiehm 8042", "1983", "T", "995", "995", "289", "256", "5634", "", "Y", "", "", "Anelsonia eurycarpa", "", 0.128, 36.45, 985, 1131672, "I", "I", "I", ""
"S0641", "Camelineae I", "Neslia", "Neslia paniculata", "S0641", "Y", "Y", "Y", "Y", "Y", "Y", "", "N", "18197", "2006", "T", "1000", "997", "289", "538", "5670", "", "Y", "", "", "Neslia paniculata", "", 0.052, 26.2, 1019, 1135269, "I", "I", "I", ""
"S1204", "Camelineae I", "Camelina", "Camelina sativa", "S1204", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "L.1819735", "1962", "T", "997", "994", "287", "483", "5649", "", "Y", "", "", "Camelina sativa", "", 3.416, 99.13, 1031, 1088991, "I", "I", "I", ""
"S0718", "Camelineae I", "Catolobus", "Catolobus pendulus", "S0718", "Y", "Y", "Y", "Y", "Y", "Y", "", "Y", "13514", "", "T", "999", "998", "294", "77", "5852", "", "Y", "", "", "Catolobus pendulus", "", 2.797, 98.15, 1029, 1075941, "I", "I", "I", ""
"S0670", "Camelineae I", "Capsella", "Capsella bursa-pastoris", "S0670", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "KM2223", "2007", "T", "1000", "996", "289", "77", "5571", "", "Y", "", "", "Capsella bursa-pastoris", "", 1.84, 98.43, 1019, 1093731, "I", "I", "I", ""
"AP000423", "Arabidopsideae trib. nov.", "Arabidopsis", "Arabidopsis thaliana", "AP000423", "", "", "", "", "", "", "Y", "", "", "", "", NA, NA, NA, NA, NA, "", "Y", "Y", "", "Arabidopsis thaliana", "", NA, NA, NA, NA, "I", "I", "I", ""
"doi:10.5061/dryad.kc5b8_BM", "Bataceae", "Batis", "Batis maritima", "doi:10.5061/dryad.kc5b8_BM", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Batis maritima", NA, NA, NA, NA, "", "", "", ""
"EU431223", "Caricaceae", "Carica", "Carica papaya", "EU431223", "", "", "", "", "", "", "Y", "", "", "", "O", NA, NA, NA, NA, NA, "", "", "", "", "", "Carica papaya", NA, NA, NA, NA, "", "", "", ""
"HQ901196", "Malvaceae", "Gossypium", "Gossypium hirsutum", "HQ901196", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Gossypium hirsutum", NA, NA, NA, NA, "", "", "", ""
"JQ806762", "Microlepidieae", "Pachycladon", "Pachycladon cheesemanii", "JQ806762", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Pachycladon cheesemanii", NA, NA, NA, NA, "", "", "I", ""
"JX205495", "Microlepidieae", "Pachycladon", "Pachycladon enysii", "JX205495", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Pachycladon enysii", NA, NA, NA, NA, "", "", "I", ""
"KJ716483", "Brassiceae", "Raphanus", "Raphanus sativus", "KJ716483", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Raphanus sativus", "", NA, NA, NA, NA, "", "", "II", ""
"KM637653", "Aphragmeae", "Aphragmus", "Aphragmus involucratus", "KM637653", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Aphragmus involucratus", NA, NA, NA, NA, "", "", "II", ""
"KT962846", "Eutremeae", "Eutrema", "Eutrema halophilum", "KT962846", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Eutrema halophilum", NA, NA, NA, NA, "", "", "II", ""
"KT962847", "Eutremeae", "Eutrema", "Eutrema botschantzevii", "KT962847", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Eutrema botschantzevii", NA, NA, NA, NA, "", "", "II", ""
"KU170142.1", "Microlepidieae", "Pachycladon", "Pachycladon fastigiatum", "KU170142.1", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Pachycladon fastigiatum", NA, NA, NA, NA, "", "", "I", ""
"KY126841.1", "Arabideae", "Arabis", "Arabis stelleri", "KY126841.1", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Arabis stelleri", NA, NA, NA, NA, "", "", "IV", ""
"KY912021.1", "Anastaticeae", "Anastatica", "Anastatica hierochuntica", "KY912021.1", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Anastatica hierochuntica", "", NA, NA, NA, NA, "", "", "", "Anastaticeae"
"KY912024.1", "Euclidieae", "Euclidium", "Euclidium syriacum", "KY912024.1", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Euclidium syriacum", "", NA, NA, NA, NA, "", "", "III", ""
"KY912025.1", "Anastaticeae", "Farsetia", "Farsetia stylosa", "KY912025.1", "", "", "", "", "", "", "Y", "", "", "", "W", NA, NA, NA, NA, NA, "", "", "", "", "", "Farsetia stylosa", NA, NA, NA, NA, "", "", "", "Anastaticeae"
"KY912030.1", "Anchonieae", "Matthiola", "Matthiola incana", "KY912030.1", "", "", "", "", "", "", "Y", "", "", "", "WT", NA, NA, NA, NA, NA, "", "Y", "", "", "Matthiola incana", "", NA, NA, NA, NA, "", "", "III", ""
"LN866844", "Cochlearieae", "Cochlearia", "Cochlearia borzaeana", "LN866844", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Cochlearia borzaeana", NA, NA, NA, NA, "", "", "", "Cochlearieae"
"LN866845", "Cochlearieae", "Cochlearia", "Cochlearia islandica", "LN866845", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Cochlearia islandica", NA, NA, NA, NA, "", "", "", "Cochlearieae"
"LN866846", "Cochlearieae", "Cochlearia", "Cochlearia pyrenaica", "LN866846", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Cochlearia pyrenaica", NA, NA, NA, NA, "", "", "", "Cochlearieae"
"LN866847", "Cochlearieae", "Cochlearia", "Cochlearia tridactylites", "LN866847", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Cochlearia tridactylites", NA, NA, NA, NA, "", "", "", "Cochlearieae"
"LN866848", "Cochlearieae", "Ionopsidium", "Ionopsidium acaule", "LN866848", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Ionopsidium acaule", "", NA, NA, NA, NA, "", "", "", "Cochlearieae"
"LN877374", "Hesperideae", "Hesperis", "Hesperis matronalis", "LN877374", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Hesperis matronalis", "", NA, NA, NA, NA, "", "", "III", ""
"LN877375", "Dontostemoneae", "Clausia", "Clausia aprica", "LN877375", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Clausia aprica", "", NA, NA, NA, NA, "", "", "III", ""
"LN877376", "Buniadeae", "Bunias", "Bunias orientalis", "LN877376", "", "", "", "", "", "", "Y", "", "", "", "N", NA, NA, NA, NA, NA, "", "", "Y", "", "", "Bunias orientalis", NA, NA, NA, NA, "", "", "III", ""
"LN877377", "Buniadeae", "Bunias", "Bunias erucago", "LN877377", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Bunias erucago", "", NA, NA, NA, NA, "", "", "III", ""
"LN877378", "Buniadeae", "Bunias", "Bunias orientalis", "LN877378", "", "", "", "", "", "", "Y", "", "", "", "N", NA, NA, NA, NA, NA, "", "", "Y", "", "", "Bunias orientalis", NA, NA, NA, NA, "", "", "III", ""
"LN877380", "Arabidopsideae trib. nov.", "Arabidopsis", "Arabidopsis carpatica", "LN877380", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Arabidopsis carpatica", NA, NA, NA, NA, "", "", "I", ""
"LN877381", "Arabidopsideae trib. nov.", "Arabidopsis", "Arabidopsis cebennensis", "LN877381", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Arabidopsis cebennensis", NA, NA, NA, NA, "", "", "I", ""
"LN877382", "Arabidopsideae trib. nov.", "Arabidopsis", "Arabidopsis halleri", "LN877382", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Arabidopsis halleri", NA, NA, NA, NA, "", "", "I", ""
