Library_ID,Tribe,Genus,Species,Name,Lineages_Koch_Al_Shehbaz,Lineages_Franzke_et_al,Lineages_Nikolov_et_al,[<institution-code>],Subsp_or_var,Registered as,[<collection-code>],biomaterial_provider,voucher,Collection_date,Collection_year,Collector,Identifier,Country,Location,Link to online reference,Type status
S1533,Thelypodieae,Warea,cuneifolia,Warea cuneifolia,II,II,II,RMNH,,,U,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",U.1166341,24341,1966,"T. Bradley, R.S. Blaisdell",,USA,"South Carolina, Jasper County, sandy roadside, 2.5 mi. SE fo SC 119, off co. rd. 119, NW of Tillman",https://www.gbif.org/occurrence/2515252072,
S1136,Aethionemeae,Aethionema,alanyae,Aethionema alanyae,basal,basal,basal,HUB,,,,Barı_ Özüdo_ru,Yıldırım 2680,41350,2013,H. Yıldırım,,Turkey,"Antalya: Alanya, between Banlıca Village and Çukur, 1487 m",,
S0913,Aethionemeae,Aethionema,armenum,Aethionema armenum,basal,basal,basal,HEID,,,,"Marcus Koch, Peter Sack",8002003,,,,,,,,
S1105,Aethionemeae,Aethionema,capitatum,Aethionema capitatum,basal,basal,basal,P,,,,Vanessa Invernon,P00432263,07/06/1870,1870,E. Deyrolle,M. Menke,Armenia,Mountains near Van,,
S1132,Aethionemeae,Aethionema,cordatum,Aethionema cordatum,basal,basal,basal,HUB,,,,Barı_ Özüdo_ru,Özüdo_ru 4966,05/06/2017,2017,B. Özüdo_ru,,Turkey,"Kayseri: Pınarba_ı, between Büyükkabaktepe and Küçükkabaktepe Villages, slopes, 1750-1800 m",,
S0847,Aethionemeae,Aethionema,coridifolium,Aethionema coridifolium,basal,basal,basal,BR<BEL>,,,,Steven Janssens,BR22733634,,,,,,,,
S1184,Aethionemeae,Aethionema,demirizii,Aethionema demirizii,basal,basal,basal,E,,,,"Alan Forrest, Suzanne Cubey",E00199849,18776,1951,H. Demiriz,"M. Menke, P.H. Davis",Turkey,Mersin,https://www.gbif.org/occurrence/575363744,Holotype
S1237,Aethionemeae,Aethionema,diastrophis,Aethionema diastrophis,basal,basal,basal,LE<RUS>,,,,Dmitry A. German,"Grossheim , et al. s.n.",17348,1947,"A.A. Grossheim , et al.",D.A. German,Azerbaijan,"Nakhichevan, Shahbuz district, between Kelyany and Bichenakh, 1500 m a. s. l.",,
S1141,Aethionemeae,Aethionema,dumanii,Aethionema dumanii,basal,basal,basal,HUB,,,,Barı_ Özüdo_ru,Özüdo_ru 3186,21/06/2011,2011,B. Özüdo_ru,,Turkey,"Ankara: Aya_, Aysantıbeli Pass, marly places, 1188 m",,
S0890,Aethionemeae,Aethionema,erinaceum,Aethionema erinaceum,basal,basal,basal,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",WAG.0004278,20/07/1842,1842,K.G.T. Kotschy,A. Thell,Iran,,,
S1292,Aethionemeae,Aethionema,fimbriatum,Aethionema fimbriatum,basal,basal,basal,W,,,,"Christian Bräuchler, Heimo Rainer",W0112461,??/??/2016,2016,unknown,,unknown,,,
NC_009266,Aethionemeae,Aethionema,grandiflorum,Aethionema grandiflorum,,,basal,,,,,,,,,,,,,,
S0777,Aethionemeae,Aethionema,grandiflorum,Aethionema grandiflorum,basal,basal,basal,private collection Klaus Mummenhoff,,,Klaus Mummenhoff,Klaus Mummenhoff,KM2286,??/??/2009,2009,,,,,,
S1284,Aethionemeae,Aethionema,huber-morathii,Aethionema huber-morathii,basal,basal,basal,B,,,,"Robert Vogt, Gabi Droege",B 10 0601236,32989,1990,M. Nydegger,,Turkey,"Camardi - Pozanti, 8 km N Pozanti",,
S0348,Aethionemeae,Aethionema,kopetdaghi,Aethionema kopetdaghi,basal,basal,basal,MO,,,MO,Ihsan Al-Shehbaz,Botschanzev ?,29728,1981,,,,,,
S0348-2,Aethionemeae,Aethionema,kopetdaghi,Aethionema kopetdaghi,basal,basal,basal,MO,,,MO,Ihsan Al-Shehbaz,Botschanzev ?,29728,1981,,,,,,
S0349,Aethionemeae,Aethionema,lepidioides,Aethionema lepidioides,basal,basal,basal,MO,,,MO,Ihsan Al-Shehbaz,Al-Shehbaz & Menke 12441,38530,2005,,,,,,
S1100,Aethionemeae,Aethionema,maraschicum,Aethionema maraschicum,basal,basal,basal,K,,,,"William Baker, Sue Zmarzty (PAFTOL)",K000484211,20944,1957,D. Hedge,R.R. Mill,Turkey,"Prov. Maras, Tekne dag, between Göksun and Maras",http://apps.kew.org/herbcat/detailsQuery.do?barcode=K000484211,Isotype
S1297,Aethionemeae,Aethionema,membranaceum,Aethionema membranaceum,basal,basal,basal,W,,,,"Christian Bräuchler, Heimo Rainer",W0112459,??/??/2011,2011,unknown,,unknown,,,
S1180,Aethionemeae,Aethionema,munzurense,Aethionema munzurense,basal,basal,basal,E,,,,"Alan Forrest, Suzanne Cubey",E00199859,21018,1957,"P.H. Davis, I.C. Hedge",M. Menke,Turkey,"Manzur dag, above Ovacik",https://www.gbif.org/occurrence/575359220,Holotype
S1261,Aethionemeae,Aethionema,orbiculatum,Aethionema orbiculatum,basal,basal,basal,Z,,,,Alessia Guggisberg,Z-000034855,??/??/1891,1891,Sintenis,,Turkey,,,
S1142,Aethionemeae,Aethionema,schistosum,Aethionema schistosum,basal,basal,basal,HUB,,,,Barı_ Özüdo_ru,Özüdo_ru 3643,30/06/2015,2015,B. Özüdo_ru,,Turkey,"Osmaniye: around the Koyunmeleten plateau, rocky places, 1928 m",,
S1138,Aethionemeae,Aethionema,speciosum,Aethionema speciosum,basal,basal,basal,HUB,,,,Barı_ Özüdo_ru,Özüdo_ru 2386,28/06/2009,2009,B.Özüdo_ru,,Turkey,"Sivas: _arkı_la, Kurudere, rocky slopes",,
S1138-2,Aethionemeae,Aethionema,speciosum,Aethionema speciosum,basal,basal,basal,HUB,,,,Barı_ Özüdo_ru,Özüdo_ru 2386,28/06/2009,2009,B.Özüdo_ru,,Turkey,"Sivas: _arkı_la, Kurudere, rocky slopes",,
MK637663,Aethionemeae,Aethionema,spinosum,Aethionema spinosum,,,basal,,,,,,,,,,,,,,
S0401,Aethionemeae,Aethionema,spinosum,Aethionema spinosum,basal,basal,basal,MO,,Moriera spinosa,MO,Ihsan Al-Shehbaz,5576771,36999,2001,,,,,,
S1145,Aethionemeae,Aethionema,stylosum,Aethionema stylosum,basal,basal,basal,HUB,,,,Barı_ Özüdo_ru,Duman & Aytaç 3973,05/07/1991,1991,"H. Duman, Z.Aytaç",,Turkey,"Kahramanmara_, Ça_layancerit, Öksüz Mountain, steppe, 1500-1700 m",,
S0350,Aethionemeae,Aethionema,subulatum,Aethionema subulatum,basal,basal,basal,MO,,,MO,Ihsan Al-Shehbaz,Mutlu & Menke 9683,38541,2005,,,,,,
S0351,Aethionemeae,Aethionema,transhyrcanum,Aethionema transhyrcanum,basal,basal,basal,MO,,,MO,Ihsan Al-Shehbaz,Kurbanov 11,37001,2001,,,,,,
S1137,Aethionemeae,Aethionema,turcicum,Aethionema turcicum,basal,basal,basal,HUB,,,,Barı_ Özüdo_ru,Özüdo_ru 3185,21/06/2011,2011,B. Özüdo_ru,,Turkey,"Ankara: Aya_, Aysantıbeli Pass, marly places, 1188 m",,
S0352,Aethionemeae,Aethionema,virgatum,Aethionema virgatum,basal,basal,basal,MO,,,MO,Ihsan Al-Shehbaz,Vitek 04-0736,38156,2004,,,,,,
S0523,Alysseae,Alyssum,bornmuelleri,Alyssum bornmuelleri,II,exp.II,IV,(subsample box FredericL; source unknown),,,,,Stainton & Henderson 5832,tbd,,,,,,,
S1295,Alysseae,Alyssum,caespitosum,Alyssum caespitosum,II,exp.II,IV,W,,,,"Christian Bräuchler, Heimo Rainer",W0112447,??/??/1960,1960,unknown,,unknown,,,
S1147,Alysseae,Alyssum,erosulum,Alyssum erosulum,II,exp.II,IV,HUB,,,,Barı_ Özüdo_ru,Mutlu 7754,03/08/2001,2001,B. Mutlu,,Turkey,"Antalya: Saklıkent, Bakırda_ı, alpine steppe, 2535 m",,
S0639,Alysseae,Alyssum,lanceolatum,Alyssum lanceolatum,II,exp.II,IV,E,,,,,E00328190,27212,1974,"W. Rechinger, J. Renz",unknown,Azerbaijan,,,
S0639-2,Alysseae,Alyssum,lanceolatum,Alyssum lanceolatum,II,exp.II,IV,E,,,,,E00328190,27212,1974,"W. Rechinger, J. Renz",unknown,Azerbaijan,,,
S1120,Alysseae,Alyssum,lassiticum,Alyssum lassiticum,II,exp.II,IV,G,,,,"Fred Stauffer, Cyrille Chatelain",G00389045,01/07/1899,1899,A. Baldacci,W. Greuter,Greece,"Crete, in rupestr. in Lazari (Laniti), district Mirabello",https://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=283790&lang=en,Isotype
S0353,Alysseae,Alyssum,lenense,Alyssum lenense,II,exp.II,IV,OSBU,,,,Barbara Neuffer,20728,41925,2014,,,,,,
S1567,Alysseae,Alyssum,lenense,Alyssum lenense,II,exp.II,IV,RMNH,,,L,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1831046,??/??/1889,1889,F. Karo,,Russia,"Dahuricae, Nertschinsk, auf sandigen Weiden",https://www.gbif.org/occurrence/2514114492,
S0638,Alysseae,Alyssum,lepidotum,Alyssum lepidotum,II,exp.II,IV,E,,,,,E00379758,18499,1950,P.H. Davis,T.R. Dudley,Turkey,,,
S0637,Alysseae,Alyssum,lycaonicum,Alyssum lycaonicum,II,exp.II,IV,E,,,,,E00328178,31211,1985,J. Archibald,I.C. Hedge,Turkey,,,
S1135,Alysseae,Alyssum,mouradicum,Alyssum mouradicum,II,exp.II,IV,HUB,,,,Barı_ Özüdo_ru,Sümbül 1758,17/05/1983,1983,H. Sümbül,,Turkey,"Antalya: Gazipa_a, Sugözü Village, Akçal Mountain, 1900-3000 m",,
S1547,Alysseae,Alyssum,mozaffarianii,Alyssum mozaffarianii,II,exp.II,IV,TARI,,,,"M. Assidi, I. Al-Shehbaz",TARI 2180,26501,1972,H. Foroughi,,Iran,"Tehran, Chalous valley, Kandavan pass, 2710m asl",,
S1146,Alysseae,Alyssum,niveum,Alyssum niveum,II,exp.II,IV,HUB,,,,Barı_ Özüdo_ru,Özüdo_ru 4771,04/05/2017,2017,B. Özüdo_ru,,Turkey,"Ankara: Polatlı, between Sarılar and Ömerli villages, gypsum steppe, 750 m",,
S1175,Alysseae,Alyssum,propinquum,Alyssum propinquum,II,exp.II,IV,E,,,,"Alan Forrest, Suzanne Cubey",E00379759,24668,1967,A.R. Mitchell,,Turkey,"Munzur Silsilesi, Mercon Daglari, Tayran Dag, Kizil Tepe, Mt. summit area",https://www.gbif.org/occurrence/574939447,
S1296,Alysseae,Alyssum,repens,Alyssum repens,II,exp.II,IV,W,,,,"Christian Bräuchler, Heimo Rainer",W0112435,unknown,,unknown,,unknown,,,
S1262,Alysseae,Alyssum,taygeteum,Alyssum taygeteum,II,exp.II,IV,Z,,,,Alessia Guggisberg,Z-000004365,??/??/1897,1897,Heldreich,,Greece,,,
S1139,Alysseae,Alyssum,tetrastemon,Alyssum tetrastemon,II,exp.II,IV,HUB,,,,Barı_ Özüdo_ru,Özüdo_ru 5094,15/06/2017,2017,B. Özüdo_ru,,Turkey,"Kır_ehir, Akpınar, near Boyalık village, rocky steppe, 1050 m",,
S1139-2,Alysseae,Alyssum,tetrastemon,Alyssum tetrastemon,II,exp.II,IV,HUB,,,,Barı_ Özüdo_ru,Özüdo_ru 5094,15/06/2017,2017,B. Özüdo_ru,,Turkey,"Kır_ehir, Akpınar, near Boyalık village, rocky steppe, 1050 m",,
S0309,Alysseae,Bornmuellera,baldaccii,Bornmuellera baldaccii,II,exp.II,IV,B,,,,"Kasper P. Hendriks, Klaus Mummenhoff",B 10 0184643,36724,2000,,,,,,
S0967,Alysseae,Hormathophylla,cadevalliana,Hormathophylla cadevalliana,II,exp.II,IV,ZT,,,,Alessia Guggisberg,ZT-00082188,??/??/1967,1967,Litzler,,France,,,
S0917,Alysseae,Hormathophylla,cochleata,Hormathophylla cochleata,II,exp.II,IV,HEID,baetica,,,"Marcus Koch, Peter Sack",8002225,,,,,,,,
S0917-2,Alysseae,Hormathophylla,cochleata,Hormathophylla cochleata,II,exp.II,IV,HEID,baetica,,,"Marcus Koch, Peter Sack",8002225,,,,,,,,
S0841,Alysseae,Hormathophylla,lapeyrouseana,Hormathophylla lapeyrouseana,II,exp.II,IV,BR<BEL>,,,,Steven Janssens,BR903399,,,,,,,,
S0324,Alysseae,Hormathophylla,longicaulis,Hormathophylla longicaulis,II,exp.II,IV,B,,,,"Kasper P. Hendriks, Klaus Mummenhoff",B 10 0184650,32315,1988,,,,,,
S0379,Alysseae,Hormathophylla,purpurea,Hormathophylla purpurea,II,exp.II,IV,B,,Ptilotrichum purpureum,,"Kasper P. Hendriks, Klaus Mummenhoff",B 10 0184668,29349,1980,,,,,,
S0354,Alysseae,Hormathophylla,pyrenaica,Hormathophylla pyrenaica,II,exp.II,IV,OSBU,,,,Barbara Neuffer,11560,tbd,,,,,,,
S1030,Alysseae,Hormathophylla,saxigena,Hormathophylla saxigena,II,exp.II,IV,MA,,Hormathophylla macrocarpa,,Leopoldo Medina,MA-01-00257491,??/??/1983,1983,,,,,,
S1030-2,Alysseae,Hormathophylla,saxigena,Hormathophylla saxigena,II,exp.II,IV,MA,,Hormathophylla macrocarpa,,Leopoldo Medina,MA-01-00257491,??/??/1983,1983,,,,,,
S0556,Alysseae,Hormathophylla,spinosa,Hormathophylla spinosa,II,exp.II,IV,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",WAG.8003401,39572,2008,Jan J. Wieringa,Jan J. Wieringa,France,,,
S1268,Alysseae,Irania,multicaulis,Irania multicaulis,II,exp.II,IV,K,,,,"William Baker, Sue Zmarzty (PAFTOL)",K000370588,886,1902,J. Bornmüller,,Iran,"Persia borealis, jugi Elbursensis in subalpinis ad basin septentr. alpium Totschal, prope Scheheristanek.",,
S1269,Alysseae,Irania,multicaulis,Irania multicaulis,II,exp.II,IV,K,,,,"William Baker, Sue Zmarzty (PAFTOL)",K000484535,15/07/1843,1843,T. Kotschy,I. Al-Shehbaz,Iran,Azad Bar Ser Abi Schirr et prope pagum Asadbar in partibus occidentalibus m. Elbrus,http://apps.kew.org/herbcat/detailsQuery.do?imageId=295310&pageCode=1&presentPage=1&queryId=5&sessionId=1858C2C54199F1AC3D97E7EA3B8D7BAC&barcode=K000484535,
S0848,Alysseae,Odontarrhena,akamasica,Odontarrhena akamasica,II,exp.II,IV,BR<BEL>,,,,Steven Janssens,BR29958641,,,,,,,,
S0969,Alysseae,Odontarrhena,argentea,Odontarrhena argentea,II,exp.II,IV,ZT,,,,Alessia Guggisberg,ZT-00094458,??/??/1993,1993,Huber-Meinicke,,Italy,,,
S0849,Alysseae,Odontarrhena,bertolonii,Odontarrhena bertolonii,II,exp.II,IV,BR<BEL>,,,,Steven Janssens,BR971945,,,,,,,,
S0849-2,Alysseae,Odontarrhena,bertolonii,Odontarrhena bertolonii,II,exp.II,IV,BR<BEL>,,,,Steven Janssens,BR971945,,,,,,,,
S0846,Alysseae,Odontarrhena,borzaeana,Odontarrhena borzaeana,II,exp.II,IV,BR<BEL>,,,,Steven Janssens,BR29961757,,,,,,,,
S0526,Alysseae,Odontarrhena,callichroa,Odontarrhena callichroa,II,exp.II,IV,(subsample box FredericL; source unknown),,Alyssum callichroum,,,Reeves 1978,35996,1998,,,,,,
S1542,Alysseae,Odontarrhena,callichroa,Odontarrhena callichroa,II,exp.II,IV,W,,,,"Christian Bräuchler, Heimo Rainer",W0112494,supposedly very old,,,,,,,
S1143,Alysseae,Odontarrhena,carica,Odontarrhena carica,II,exp.II,IV,HUB,,,,Barı_ Özüdo_ru,Güner 9309,24/05/1991,1991,"A.Güner, M.Vural, H. _a_ban",,Turkey,"Mu_la: Köyce_iz, Beyobası village, Süpürgelik hill, maquis, methamorphic places, 130-180 m",,
S1143-2,Alysseae,Odontarrhena,carica,Odontarrhena carica,II,exp.II,IV,HUB,,,,Barı_ Özüdo_ru,Güner 9309,24/05/1991,1991,"A.Güner, M.Vural, H. _a_ban",,Turkey,"Mu_la: Köyce_iz, Beyobası village, Süpürgelik hill, maquis, methamorphic places, 130-180 m",,
S0532,Alysseae,Odontarrhena,cassia,Odontarrhena cassia,II,exp.II,IV,(subsample box FredericL; source unknown),,Alyssum cassium,,,Reeves 2122,37104,2001,,,,,,
S0845,Alysseae,Odontarrhena,cassia,Odontarrhena cassia,II,exp.II,IV,BR<BEL>,,,,Steven Janssens,BR699336,,,,,,,,
S1229,Alysseae,Odontarrhena,cf. pterocarpa,Odontarrhena cf. pterocarpa,II,exp.II,IV,RMNH,,,WAG,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",WAG.0004235,??/??/1845,1845,T.H.H. von Heldreich,,Turkey,Antalya,https://www.gbif.org/occurrence/2515748627,Isosyntype
S1229-2,Alysseae,Odontarrhena,cf. pterocarpa,Odontarrhena cf. pterocarpa,II,exp.II,IV,RMNH,,,WAG,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",WAG.0004235,??/??/1845,1845,T.H.H. von Heldreich,,Turkey,Antalya,https://www.gbif.org/occurrence/2515748627,Isosyntype
S1361,Alysseae,Odontarrhena,chalcidica,Odontarrhena chalcidica,II,exp.II,IV,W,,,,"Christian Bräuchler, Heimo Rainer",W0112492,??/??/2006,2006,,,,,,
S1285,Alysseae,Odontarrhena,chondrogyna,Odontarrhena chondrogyna,II,exp.II,IV,W,,,,"Christian Bräuchler, Heimo Rainer",W0112491,24595,1967,L.F.H. Merton,,Cyprus,"Kellaki, on ultrabasic rocks only, altitude 2200 ft ",https://www.gbif.org/occurrence/1701349259,
S1293,Alysseae,Odontarrhena,constellata,Odontarrhena constellata,II,exp.II,IV,W,,,,"Christian Bräuchler, Heimo Rainer",W0112489,??/??/1969,1969,,,,,,
S0844,Alysseae,Odontarrhena,corsica,Odontarrhena corsica,II,exp.II,IV,BR<BEL>,,,,Steven Janssens,BR976323,,,,,,,,
S0944,Alysseae,Odontarrhena,cyprica,Odontarrhena cyprica,II,exp.II,IV,Z,,,,Alessia Guggisberg,Z-000106558,??/??/2000,2000,Röthlisberger,,Cyprus,,,
S0529,Alysseae,Odontarrhena,discolor,Odontarrhena discolor,II,exp.II,IV,(subsample box FredericL; source unknown),,Alyssum discolor,,,Reeves 2727,37780,2003,,,,,,
S0533,Alysseae,Odontarrhena,dubertretii,Odontarrhena dubertretii,II,exp.II,IV,(subsample box FredericL; source unknown),,Alyssum dubertretii,,,Reeves 2166,37108,2001,,,,,,
S0533-2,Alysseae,Odontarrhena,dubertretii,Odontarrhena dubertretii,II,exp.II,IV,(subsample box FredericL; source unknown),,Alyssum dubertretii,,,Reeves 2166,37108,2001,,,,,,
S0633,Alysseae,Odontarrhena,dudleyi,Odontarrhena dudleyi,II,exp.II,IV,E,,Alyssum dudleyi,,,E00287710,36005,1998,"R.D. Reeves, A.R. Kruckeberg, N. Adigüzel",unknown,Turkey,,,
S1174,Alysseae,Odontarrhena,eriophylla,Odontarrhena eriophylla,II,exp.II,IV,E,,Alyssum eriophyllum,,"Alan Forrest, Suzanne Cubey",E00316216,37122,2001,"R.D. Reeves, N. Adigüzel",,Turkey,"Maras, Kabaktepe area, Beryt dag",https://www.gbif.org/occurrence/575212237,
S1174-2,Alysseae,Odontarrhena,eriophylla,Odontarrhena eriophylla,II,exp.II,IV,E,,Alyssum eriophyllum,,"Alan Forrest, Suzanne Cubey",E00316216,37122,2001,"R.D. Reeves, N. Adigüzel",,Turkey,"Maras, Kabaktepe area, Beryt dag",https://www.gbif.org/occurrence/575212237,
S1360,Alysseae,Odontarrhena,euboea,Odontarrhena euboea,II,exp.II,IV,W,,,,"Christian Bräuchler, Heimo Rainer",W0112486,??/??/1958,1958,,,,,,
S1359,Alysseae,Odontarrhena,fallacina,Odontarrhena fallacina,II,exp.II,IV,W,,,,"Christian Bräuchler, Heimo Rainer",W0112485,??/??/2004,2004,,,,,,
S1363,Alysseae,Odontarrhena,floribunda,Odontarrhena floribunda,II,exp.II,IV,W,,,,"Christian Bräuchler, Heimo Rainer",W0112484,??/??/1998,1998,,,,,,
S0943,Alysseae,Odontarrhena,giosnana,Odontarrhena giosnana,II,exp.II,IV,Z,,,,Alessia Guggisberg,Z-000106667,??/??/1958,1958,Markgraf,,Turkey,,,
S0527,Alysseae,Odontarrhena,haussknechtii,Odontarrhena haussknechtii,II,exp.II,IV,(subsample box FredericL; source unknown),,Alyssum haussknechtii,,,Davis 20351,19201,1952,,,,,,
S0843,Alysseae,Odontarrhena,heldreichii,Odontarrhena heldreichii,II,exp.II,IV,BR<BEL>,,,,Steven Janssens,BR29964376,,,,,,,,
S1329,Alysseae,Odontarrhena,heldreichii,Odontarrhena heldreichii,II,exp.II,IV,RMNH,,,L,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1831205,26058,1971,J. van der Vecht,F. Adema,Greece,Florina,https://www.gbif.org/occurrence/2514969126,
S1532,Alysseae,Odontarrhena,heldreichii,Odontarrhena heldreichii,II,exp.II,IV,RMNH,,,U,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",U.1162418,23957,1965,T. Baretta,T. Baretta,Greece,"N Greece, roadside near Grevena",https://www.gbif.org/occurrence/2515414842,
S1130,Alysseae,Odontarrhena,huber-morathii,Odontarrhena huber-morathii,II,exp.II,IV,HUB,,,,Barı_ Özüdo_ru,Quezel-Pamukçuo_lu s.n.,10/07/1968,1968,Quezel-Pamukçuo_lu,,Turkey,"Antalya, Tekeda_, open Cedar forest, 1400-1800 m",,
S1357,Alysseae,Odontarrhena,lanigera,Odontarrhena lanigera,II,exp.II,IV,W,,,,"Christian Bräuchler, Heimo Rainer",W0112482,41822,2014,M. Bidarlord,,Iran,"Talesh Mt, Lissar protected area, Neor lake",https://www.jacq.org/detail.php?ID=926200,
S1169,Alysseae,Odontarrhena,libanotica,Odontarrhena libanotica,II,exp.II,IV,E,,Alyssum libanoticum,,"Alan Forrest, Suzanne Cubey",E00036729,15821,1943,P.H. Davis,,Lebanon,Below Akar Cliff,https://www.gbif.org/occurrence/575021425,
S1291,Alysseae,Odontarrhena,markgrafii,Odontarrhena markgrafii,II,exp.II,IV,W,,,,"Christian Bräuchler, Heimo Rainer",W0112480,??/??/1969,1969,,,,,,
S1291-2,Alysseae,Odontarrhena,markgrafii,Odontarrhena markgrafii,II,exp.II,IV,W,,,,"Christian Bräuchler, Heimo Rainer",W0112480,??/??/1969,1969,,,,,,
S1131,Alysseae,Odontarrhena,masmenaea,Odontarrhena masmenaea,II,exp.II,IV,HUB,,,,Barı_ Özüdo_ru,Güner 10931,33852,1992,A. Güner,,Turkey,"Mu_la: Köyce_iz, between Otmanlar Village and Kartal Lake, open P. nigra, 1700 m",,
S1260,Alysseae,Odontarrhena,nebrodensis,Odontarrhena nebrodensis,II,exp.II,IV,Z,,,,Alessia Guggisberg,Z-000107630,??/??/1889,1889,Todaro,,Italy,,,
S0811,Alysseae,Odontarrhena,obtusifolia,Odontarrhena obtusifolia,II,exp.II,IV,OSBU,,,,Barbara Neuffer,04-0094-50-00,??/??/1984,1984,,,,,,
S1144,Alysseae,Odontarrhena,oxycarpa,Odontarrhena oxycarpa,II,exp.II,IV,HUB,,,,Barı_ Özüdo_ru,Özüdo_ru 3641,30/06/2015,2015,B. Özüdo_ru,,Turkey,"Osmaniye: around the Koyunmeleten summer pasture, rocks, 1928 m ",,
S0842,Alysseae,Odontarrhena,pateri,Odontarrhena pateri,II,exp.II,IV,BR<BEL>,,,,Steven Janssens,BR917501,,,,,,,,
S1543,Alysseae,Odontarrhena,pateri,Odontarrhena pateri,II,exp.II,IV,BR<BEL>,,,,Steven Janssens,BR917501,,,,,,,,
S1133,Alysseae,Odontarrhena,peltarioidea,Odontarrhena peltarioidea,II,exp.II,IV,HUB,Odontarrhena peltarioidea subsp. virgatiformis,,,Barı_ Özüdo_ru,Özüdo_ru 5466,06/07/2019,2019,B. Özüdo_ru,,Turkey,"Sivas: Yıldızeli, Çamlıbel Pass, serperntine areas, 2070 m",,
S1304,Alysseae,Odontarrhena,penjwinensis,Odontarrhena penjwinensis,II,exp.II,IV,W,,,,"Christian Bräuchler, Heimo Rainer",W0112475,??/??/1957,1957,,,,,,
S1140,Alysseae,Odontarrhena,pinifolia,Odontarrhena pinifolia,II,exp.II,IV,HUB,,,,Barı_ Özüdo_ru,Özgi_i 1133,42483,2016,K. Özgi_i,,Turkey,"Çanakkle: Dümrek Village, Kocada_ Mountain",,
S1303,Alysseae,Odontarrhena,samarifera,Odontarrhena samarifera,II,exp.II,IV,W,,,,"Christian Bräuchler, Heimo Rainer",W0112472,??/??/1978,1978,,,,,,
S0826,Alysseae,Odontarrhena,serpyllifolia,Odontarrhena serpyllifolia,II,exp.II,IV,OSBU,,,,Barbara Neuffer,5781,??/??/1999,1999,,,,,,
S1544,Alysseae,Odontarrhena,serpyllifolia,Odontarrhena serpyllifolia,II,exp.II,IV,OSBU,,,,Barbara Neuffer,OSBU5781,34509,1994,B. Neuffer,B. Neuffer,Spain,"Covarrubias Richtung Hortiguela, Arlanzatal südl. Burgos, ca. 5 km östl Covarr. an der 1. Brücke, N 42°2'32"", W 3°28'70"", 900 - 1000 m",,
S0839,Alysseae,Odontarrhena,sibirica,Odontarrhena sibirica,II,exp.II,IV,BR<BEL>,,,,Steven Janssens,BR29970391,,,,,,,,
S1301,Alysseae,Odontarrhena,smolikana,Odontarrhena smolikana,II,exp.II,IV,W,,,,"Christian Bräuchler, Heimo Rainer",W0112470,??/??/2006,2006,,,,,,
S0812,Alysseae,Odontarrhena,tortuosa,Odontarrhena tortuosa,II,exp.II,IV,OSBU,,,,Barbara Neuffer,04-0099-50-00,??/??/2001,2001,,,,,,
S0812-2,Alysseae,Odontarrhena,tortuosa,Odontarrhena tortuosa,II,exp.II,IV,OSBU,,,,Barbara Neuffer,04-0099-50-00,??/??/2001,2001,,,,,,
S1545,Alysseae,Odontarrhena,tortuosa,Odontarrhena tortuosa,II,exp.II,IV,OSBU,,,,Barbara Neuffer,04-0099-50-00,??/??/2001,2001,,,,,,
S0987,Alysseae,Odontarrhena,troodi,Odontarrhena troodi,II,exp.II,IV,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.2065185,30813,1984,,,,,,
S1134,Alysseae,Odontarrhena,virgata,Odontarrhena virgata,II,exp.II,IV,HUB,,,,Barı_ Özüdo_ru,Özüdo_ru 4638,23/06/2016,2016,B. Özüdo_ru,,Turkey,"Çankırı: Yapraklı, Hazımda_lı Natural Park, open P.sylvestris, 1686 m",,
S0336,Anastaticeae,Diceratella,alata,Diceratella alata,II,exp.II,,Kenya,,,,,Hemming 1415,21353,1958,,,,,,
S0342,Anastaticeae,Diceratella,canescens,Diceratella canescens,II,exp.II,,(subsample box FredericL; source unknown),,,,,unknown,tbd,,,,,,,
S0342-2,Anastaticeae,Diceratella,canescens,Diceratella canescens,II,exp.II,,(subsample box FredericL; source unknown),,,,,unknown,tbd,,,,,,,
S1546,Anastaticeae,Diceratella,canescens,Diceratella canescens,II,exp.II,,TARI,,,,"M. Assidi, I. Al-Shehbaz",TARI 37892,29642,1981,"Mozaffarian, Rastegar, Banihashemi",,Iran,"Hormazgan, 15km from Bandar-Abbas to Sirjan, 100m asl",,
