Removal of putative paralog loci.Paralogs removed for all samples:
Variable 'remove_loci_for_all_samples_with_more_than_this_mean_proportion_of_SNPs' set to: none
None!
Paralogs removed for each sample:
Sample	threshold	#removed	names
S0720 	0.03304	86	4757, 6933, 6780, 4889, 5404, 5318, 5348, 6148, 7174, 6498, 5702, 6914, 5339, 7324, 6034, 7111, 6050, 6882, 5463, 5434, 6859, 6526, 6216, 6500, 5899, 6689, 6496, 6003, 6955, 6909, 5421, 5842, 6785, 5841, 5858, 6041, 5936, 5744, 6282, 5188, 6746, 6284, 5426, 6068, 5464, 6507, 6954, 7296, 1G10330, 1G31800, 1G50940, 1G55480, 1G67120, 2G26780, 2G40730, 2G40860, 2G43770, 3G01100, 3G06880, 3G16290, 3G27820, 3G46220, 3G53180, 4G01320, 4G02730, 4G16144, 4G17370, 4G18060, 4G18830, 4G20850, 4G21350, 4G29810, 4G35880, 5G08415, 5G12040, 5G12470, 5G18700, 5G19350, 5G20350, 5G21970, 5G30510, 5G46100, 5G54260, 5G58510, 5G61865, 5G64370
S0721sl 	0.04819	64	5921, 5318, 7141, 7111, 5434, 5090, 6150, 5990, 6641, 5899, 6003, 5660, 5842, 6550, 6533, 6128, 5841, 6679, 6460, 5328, 5936, 4890, 6732, 6685, 5354, 6733, 4793, 5469, 7333, 5464, 1G10385, 1G16070, 1G31800, 1G50200, 1G61850, 1G66830, 2G02560, 2G13610, 2G16440, 2G25660, 2G32290, 2G37320, 3G11460, 3G16150, 3G23020, 3G25660, 3G27730, 3G46220, 3G53180, 3G54690, 4G05090, 4G16144, 4G18060, 4G20090, 4G21350, 4G22720, 4G32910, 5G13230, 5G40405, 5G49430, 5G52850, 5G54570, 5G63010, 5G65500
S0722 	0.17019	0	
S0724sl 	0.07532	24	6780, 5366, 6979, 6859, 7325, 6295, 1G10780, 1G50940, 2G26780, 2G26800, 4G00910, 4G18830, 4G21770, 4G29810, 4G33760, 4G35760, 5G02270, 5G04710, 5G20350, 5G57800, 5G61400, 5G61865, 5G64270, 5G64370
S0726 	0.1989	0	
S0727 	0.13316	7	6050, 5958, 1G02400, 1G05960, 2G43420, 5G08030, 5G35410
S0728sl 	0.13142	0	
S0731sl 	0.20395	0	
S0732 	0.0434	49	4889, 5578, 5670, 5318, 5177, 5702, 5220, 6528, 6164, 6494, 6531, 5841, 5744, 6570, 4806, 5843, 6733, 5469, 6284, 5919, 5034, 6717, 5464, 1G16570, 1G74680, 1G79080, 2G38000, 3G04480, 3G06880, 3G19810, 3G24170, 3G48820, 3G52200, 3G53180, 3G54690, 3G57180, 4G00910, 4G02730, 4G16570, 4G24220, 4G29810, 4G33945, 5G02810, 5G26570, 5G39040, 5G51970, 5G53000, 5G54690, 5G60600
S0733sl 	0.0407	73	6620, 5921, 5168, 6532, 5318, 5348, 6498, 5960, 6050, 5434, 5477, 5090, 6298, 6893, 5422, 5840, 5842, 6550, 6226, 6565, 5328, 5936, 5744, 5918, 6282, 5354, 5940, 6947, 5464, 6797, 7296, 6318, 1G03100, 1G05960, 1G08460, 1G10330, 1G10385, 1G14300, 1G47670, 1G51720, 1G55150, 1G65320, 1G65840, 1G68930, 1G70260, 2G04660, 2G13370, 2G20050, 2G38770, 2G41190, 2G45500, 2G46060, 3G03210, 3G48820, 3G53180, 4G00450, 4G05090, 4G08920, 4G09750, 4G21350, 4G21770, 4G27640, 4G29010, 4G32910, 4G34260, 4G37030, 5G13420, 5G13560, 5G21970, 5G40740, 5G51340, 5G63050, 5G65500
S0734sl 	0.02364	9	4802, 6641, 4951, 6797, 2G29560, 3G04480, 3G15380, 4G27640, 4G31200
S0735 	0.01321	62	6620, 4889, 5366, 5770, 5960, 5463, 6639, 6221, 5802, 5945, 6026, 6363, 5421, 7331, 7325, 6405, 5841, 5299, 6098, 5328, 7021, 6570, 6913, 6064, 6685, 4793, 5977, 5551, 6792, 5464, 5406, 6295, 5296, 1G04970, 1G05960, 1G16570, 1G52760, 1G68050, 2G34640, 2G38000, 2G40190, 2G40840, 3G03710, 3G09090, 3G16290, 3G20050, 4G00550, 4G02260, 4G16570, 5G03070, 5G12470, 5G18670, 5G19680, 5G20890, 5G21970, 5G26570, 5G37830, 5G50170, 5G50320, 5G60980, 5G63410, 5G65990
S0738sl 	0.02142	14	4932, 5280, 7067, 6003, 6860, 6139, 6226, 6041, 7577, 5328, 4890, 3G06860, 3G14910, 5G55960
S0739 	0.0378	59	4889, 7602, 5578, 6376, 5921, 5318, 6914, 7279, 6050, 6779, 5434, 6859, 6404, 5460, 6026, 6258, 6955, 5840, 6494, 6550, 5841, 5981, 5968, 6036, 6733, 4793, 6274, 5469, 6947, 5464, 5406, 6318, 5296, 1G24610, 1G65840, 1G74680, 2G17760, 2G18710, 2G40890, 2G47020, 3G01060, 3G03380, 3G08670, 3G48820, 3G53180, 3G54690, 4G00910, 4G31770, 4G32910, 5G13030, 5G14210, 5G15880, 5G17620, 5G18580, 5G36880, 5G46070, 5G64270, 5G65500, 5G66680
S0740 	0.08253	41	4889, 5578, 5921, 5318, 5206, 6050, 5434, 5090, 6439, 5536, 4890, 7021, 6570, 4806, 1G02420, 1G06440, 1G16570, 1G55590, 2G16880, 2G18710, 2G20050, 2G32040, 2G37310, 2G40760, 2G43235, 3G05350, 3G17830, 3G20630, 3G53180, 4G00910, 4G05090, 4G16570, 4G21770, 4G29810, 4G30600, 4G35760, 4G36790, 5G02810, 5G11330, 5G26570, 5G60600
S0741 	0.21301	0	
S0742 	0.00872	70	4757, 7602, 5404, 6738, 5168, 5318, 6176, 6487, 5339, 7241, 5463, 6779, 6216, 6150, 6026, 5899, 6003, 6139, 6531, 6378, 5841, 7024, 5858, 6977, 5299, 5744, 6282, 6320, 4992, 4806, 5843, 5354, 4793, 5893, 5469, 5355, 6379, 5464, 6797, 5296, 1G10780, 1G16720, 1G27760, 1G52760, 1G57770, 1G63160, 2G13370, 2G17020, 2G26170, 2G26800, 2G43770, 3G16150, 3G16290, 3G27670, 3G51490, 3G53180, 3G54690, 4G01570, 4G18830, 4G21680, 4G22720, 4G31200, 5G11330, 5G38530, 5G51150, 5G53000, 5G54180, 5G54690, 5G55250, 5G63010
S0743 	0.18846	0	
S0744sl 	0.023	21	5960, 5434, 5477, 6265, 5454, 5842, 5634, 6527, 5406, 1G05910, 1G05960, 1G51720, 1G57770, 1G79560, 3G16290, 3G27870, 3G44880, 4G03020, 4G17370, 4G36630, 5G60750
S0745 	0.03683	54	6995, 4757, 5404, 5578, 5921, 5318, 7174, 5434, 5477, 5899, 6496, 6003, 5421, 5842, 5841, 6226, 5858, 4890, 6320, 6733, 5949, 5469, 5406, 1G10330, 1G16720, 1G31800, 1G60490, 1G67550, 2G18710, 2G36840, 2G37320, 2G37370, 2G39620, 2G43770, 3G19180, 3G20240, 3G48425, 3G50620, 3G53180, 3G54690, 4G02460, 4G18060, 4G20070, 4G21350, 4G30490, 5G13420, 5G17250, 5G18700, 5G22850, 5G23060, 5G39830, 5G40820, 5G48520, 5G61400
S0746 	0.21707	0	
S0747sl 	0.21451	0	
S0748 	0.02733	86	5366, 6946, 5670, 6393, 5502, 5318, 5206, 5702, 5273, 5910, 5220, 6882, 5463, 5434, 6859, 4724, 5562, 6500, 5639, 5899, 6667, 5821, 5849, 7325, 6405, 6378, 5841, 5032, 6570, 5188, 5333, 6407, 5656, 6029, 6227, 5822, 6038, 5554, 5464, 6797, 6295, 6572, 1G02970, 1G04910, 1G05910, 1G06950, 1G12150, 1G16570, 1G50940, 1G55910, 1G61850, 1G80350, 2G20050, 2G35040, 2G39830, 2G41190, 2G45500, 3G10380, 3G15380, 3G17810, 3G19210, 3G52200, 3G53180, 4G00910, 4G03220, 4G16570, 4G18830, 4G24190, 4G29810, 4G30790, 4G34260, 4G38010, 5G02270, 5G04710, 5G08660, 5G20350, 5G21970, 5G26570, 5G47040, 5G51970, 5G56580, 5G61400, 5G61865, 5G63410, 5G64270, 5G66960
S0751 	0.15648	1	
S0752 	0.22165	0	
S0753 	0.06297	43	5206, 6450, 5273, 4724, 5945, 6860, 6460, 6563, 6038, 5116, 1G05850, 1G29900, 1G50200, 1G55150, 1G55270, 2G17510, 2G39260, 2G39730, 2G46370, 3G06860, 3G15380, 3G22170, 3G54690, 3G56120, 3G56370, 3G57610, 4G04640, 4G18340, 4G22720, 4G24220, 4G30600, 4G34350, 5G04930, 5G08280, 5G15540, 5G16300, 5G20270, 5G36890, 5G53000, 5G56220, 5G58230, 5G60020, 5G60790
S0754 	0.10628	19	4757, 5404, 5578, 6050, 6003, 6284, 5464, 5257, 1G10330, 1G27760, 1G60995, 1G69860, 3G17640, 5G11390, 5G22800, 5G44000, 5G50160, 5G50170, 5G60450
S0756 	0.05624	30	4757, 6780, 5404, 5318, 5702, 5990, 5899, 5841, 6198, 5815, 5328, 5936, 4793, 5469, 5464, 1G03090, 1G59980, 2G26780, 2G27590, 2G41670, 2G43770, 3G53180, 3G54690, 4G11120, 4G24610, 4G24830, 4G37030, 5G15540, 5G36880, 5G53000
S0757 	0.06544	49	4889, 5404, 5578, 5318, 5348, 5280, 6412, 6498, 6150, 5990, 6003, 7325, 5841, 5858, 6460, 4890, 6570, 6685, 6636, 5469, 5355, 1G09870, 1G16570, 1G16770, 1G48880, 1G80410, 2G15695, 2G37370, 2G43770, 3G16150, 3G17810, 3G17880, 3G50620, 3G53180, 3G54690, 4G09750, 4G16570, 4G26090, 4G32910, 4G35760, 4G36790, 5G02270, 5G08310, 5G23050, 5G26570, 5G36880, 5G40405, 5G53000, 5G53920
S0758 	0.04263	38	6110, 6620, 4889, 6034, 5463, 5434, 6238, 6265, 6258, 5899, 6496, 5821, 5513, 5842, 6198, 5744, 6051, 6320, 5968, 5343, 6791, 5977, 5469, 6954, 5406, 1G50200, 2G04660, 2G16440, 2G37320, 3G20050, 3G20630, 3G54690, 4G01880, 4G35880, 5G51340, 5G52850, 5G53000, 5G62370
S0759 	0.03953	1	
S0760 	0.04532	33	4757, 4889, 5404, 5318, 5177, 6148, 5477, 6003, 5840, 5744, 6320, 6430, 4793, 5469, 5464, 1G30440, 1G63160, 1G65840, 1G73180, 1G79560, 1G80410, 2G43770, 3G52970, 3G53180, 3G54690, 4G04350, 4G18830, 4G21350, 4G22720, 4G32910, 5G18670, 5G20350, 5G49830
S0761sl 	0.05542	11	7174, 6914, 5188, 5116, 5464, 1G01770, 2G26690, 2G43235, 5G02270, 5G04550, 5G63010
S0762-2 	0.0437	48	4757, 5404, 6738, 5921, 5348, 5702, 5463, 6689, 5347, 5660, 5644, 5849, 6004, 5841, 5936, 5744, 5791, 6430, 5469, 5464, 6398, 6540, 5721, 1G10330, 1G12330, 1G20080, 1G61850, 1G73990, 2G25660, 2G26930, 2G37320, 3G15380, 3G25660, 3G48110, 3G50660, 3G54690, 4G01570, 4G02730, 4G09750, 4G30490, 5G15880, 5G22260, 5G38530, 5G51540, 5G52280, 5G53920, 5G57800, 5G60450
S0763 	0.02813	42	4757, 4889, 6738, 5318, 6498, 7111, 5463, 5434, 5477, 5990, 5357, 5899, 6003, 5821, 5841, 6198, 6565, 5744, 6875, 4989, 6430, 5354, 4793, 6947, 5464, 1G14300, 1G55250, 2G43770, 3G19990, 3G53180, 3G55070, 4G02780, 4G22720, 4G24620, 4G24830, 5G08415, 5G20350, 5G39500, 5G40820, 5G41800, 5G51690, 5G63860
S0764 	0.09822	93	6110, 5200, 6738, 7136, 6498, 5131, 6487, 6979, 5942, 5434, 5477, 6164, 5430, 5859, 5328, 6570, 1G02970, 1G10240, 1G12330, 1G16570, 1G30440, 1G48880, 1G55270, 1G55760, 1G58120, 1G72970, 1G75200, 2G21610, 2G22120, 2G23140, 2G26690, 2G26800, 2G37320, 2G38500, 2G40190, 2G40730, 2G43770, 2G46060, 2G46370, 2G46890, 3G03210, 3G07140, 3G08670, 3G08760, 3G10030, 3G12610, 3G20050, 3G20240, 3G20920, 3G25430, 3G60830, 4G00550, 4G02030, 4G16570, 4G24190, 4G24740, 4G24830, 4G29310, 4G34850, 4G35760, 5G02270, 5G03280, 5G04550, 5G05680, 5G08280, 5G08580, 5G12470, 5G12900, 5G13020, 5G13640, 5G14230, 5G14950, 5G18670, 5G19640, 5G19680, 5G23050, 5G23060, 5G26570, 5G36880, 5G46070, 5G48270, 5G49890, 5G53000, 5G53920, 5G54570, 5G55960, 5G58430, 5G58470, 5G60790, 5G62130, 5G63050, 5G63860, 5G66680
S0765 	0.01515	66	4889, 7602, 5578, 5318, 6148, 5913, 5339, 5870, 7111, 7241, 6882, 5477, 4527, 5733, 6003, 5840, 5513, 6958, 5841, 5430, 5858, 5744, 6462, 4890, 6051, 6282, 7628, 7029, 4793, 5949, 1G10910, 1G25500, 1G30440, 1G51550, 1G65840, 1G79560, 2G16440, 2G16880, 2G43770, 3G01460, 3G04480, 3G07140, 3G25430, 3G52970, 3G53180, 4G01320, 4G01880, 4G02460, 4G18830, 4G21350, 4G22720, 4G29810, 4G35870, 5G05200, 5G08280, 5G12900, 5G18700, 5G20350, 5G22030, 5G22260, 5G39040, 5G47010, 5G49830, 5G60020, 5G62130, 5G63010
S0766 	0.07062	23	7371, 5280, 6498, 6034, 4724, 5958, 5936, 6969, 4806, 4793, 1G02400, 1G30440, 1G52760, 2G18710, 2G20050, 2G47790, 3G19630, 3G24170, 4G22720, 4G32910, 5G01360, 5G17250, 5G26820
S0768 	0.193	0	
S0770 	0.01529	80	4757, 5038, 4889, 5404, 5318, 5664, 5770, 6148, 5280, 5913, 6034, 7111, 7241, 5477, 6366, 5733, 5945, 6003, 5840, 6909, 6128, 6785, 5841, 5430, 5858, 5744, 4890, 6282, 6320, 6969, 7628, 7029, 4793, 5940, 5355, 6068, 5464, 5406, 5721, 1G06950, 1G49820, 1G50200, 1G63660, 1G65840, 1G73180, 1G77405, 1G79560, 1G80410, 2G43770, 3G01100, 3G04480, 3G06810, 3G07140, 3G17810, 3G25430, 3G52970, 3G53180, 3G57300, 3G60830, 4G04350, 4G18830, 4G20050, 4G21350, 4G22720, 4G29810, 4G32430, 4G33080, 5G04710, 5G11330, 5G12900, 5G15300, 5G18670, 5G20350, 5G21930, 5G22260, 5G25230, 5G40820, 5G58430, 5G59900, 5G63010
S0771 	0.01337	34	4757, 4889, 5318, 6050, 6652, 6258, 6003, 5842, 5841, 7024, 5299, 5744, 4793, 5977, 5469, 6924, 4951, 5406, 5296, 1G08460, 1G50200, 1G57770, 1G79150, 2G25800, 2G38510, 2G39450, 2G43890, 3G20630, 3G53180, 3G54690, 5G45780, 5G49810, 5G51200, 5G58750
S0772 	0.18733	3	1G12330, 3G13490, 4G16144
S0791 	0.1417	20	1G20560, 1G55270, 1G55760, 1G72970, 2G22120, 2G40730, 3G03210, 3G06270, 3G56370, 4G21680, 4G28220, 4G29310, 4G34260, 5G04550, 5G12040, 5G15710, 5G18670, 5G19640, 5G20350, 5G57800
S0795 	0.03804	66	4889, 5404, 5578, 5318, 6498, 5339, 7324, 6492, 6034, 6882, 5463, 5434, 5477, 6216, 6500, 5899, 6496, 6003, 6955, 6909, 5842, 6785, 6198, 5858, 5299, 7336, 5936, 6875, 6282, 6746, 5551, 6068, 5464, 5721, 5296, 1G10330, 1G50940, 1G55480, 1G67120, 1G77405, 2G40760, 2G40890, 2G43770, 2G47020, 3G27820, 3G52970, 3G53150, 3G53180, 4G18060, 4G18830, 4G21350, 4G29810, 4G31770, 4G34310, 4G34350, 5G02270, 5G03070, 5G08415, 5G10900, 5G12470, 5G19350, 5G20350, 5G39040, 5G46100, 5G58330, 5G64370
S0809 	0.06413	39	5318, 5064, 6498, 5463, 5434, 6859, 6506, 5899, 6003, 5841, 5858, 5328, 4890, 6570, 4806, 6430, 4793, 6407, 5469, 5464, 5296, 1G08460, 1G16570, 1G66830, 2G21610, 2G26170, 2G37320, 3G23430, 3G26410, 3G53180, 3G54690, 4G02460, 4G15420, 4G16570, 4G38010, 5G20350, 5G26570, 5G44000, 5G63010
S0827 	0.0478	61	4757, 6933, 6376, 6393, 5177, 7141, 5206, 5942, 4527, 6366, 5945, 5899, 5454, 6494, 5018, 6550, 5858, 5744, 6036, 7628, 5428, 5949, 5940, 6038, 6797, 5406, 1G14300, 1G50200, 1G55150, 1G61850, 1G63660, 1G72280, 1G77405, 2G16880, 2G31530, 2G39450, 2G43770, 3G03380, 3G06270, 3G11460, 3G19970, 3G48820, 3G52970, 3G55070, 3G60830, 4G02460, 4G04640, 4G17090, 4G24190, 4G24830, 4G28220, 5G13530, 5G22260, 5G22850, 5G23340, 5G46070, 5G60020, 5G63420, 5G63860, 5G64270, 5G65500
S0834 	0.097	17	4757, 6498, 5463, 5840, 5469, 5919, 5464, 1G65840, 2G36840, 2G39450, 3G52970, 3G54690, 4G22720, 5G20350, 5G46100, 5G61865, 5G62130
S0836 	0.11392	8	5463, 5840, 6565, 6036, 1G65840, 2G39620, 3G57180, 5G21930
S0851 	0.19829	0	
S0888 	0.03294	91	5038, 5578, 5502, 5318, 6848, 6412, 5702, 6034, 7241, 5220, 5434, 5477, 5990, 5894, 6689, 5941, 7325, 6550, 6785, 6649, 5841, 7194, 5865, 7577, 6460, 5328, 7336, 4890, 7021, 5188, 7628, 4806, 7013, 5343, 6733, 6488, 5977, 5469, 5554, 5355, 6924, 5464, 6507, 1G02860, 1G09340, 1G20080, 1G24706, 1G27752, 1G27760, 1G50120, 1G63160, 1G67120, 1G78280, 1G79150, 1G80360, 2G17510, 2G20050, 2G20190, 2G29560, 2G35040, 2G43420, 3G07420, 3G13490, 3G18524, 3G22980, 3G25660, 3G52200, 3G53180, 3G54690, 4G02460, 4G03020, 4G17380, 4G20060, 4G20090, 4G22720, 4G24220, 4G24830, 4G33760, 4G34350, 4G39470, 5G04930, 5G10900, 5G21990, 5G23880, 5G24240, 5G60790, 5G61865, 5G63050, 5G63920, 5G64270, 5G65500
S0890 	0.07842	23	6176, 6779, 6238, 6258, 6825, 6667, 6004, 7577, 5328, 6038, 5919, 5551, 1G11915, 1G60560, 3G11540, 3G19970, 3G51930, 4G22720, 4G24220, 4G36390, 5G08280, 5G24810, 5G52580
S0892 	0.18212	0	
S0893 	0.10266	15	7067, 6387, 5942, 5434, 4724, 5090, 5347, 6164, 5958, 5428, 5355, 1G79080, 3G24170, 4G05090, 5G17230
S0894 	0.02925	93	4757, 5404, 6978, 6376, 5921, 6393, 5318, 5614, 5206, 6498, 5138, 5702, 6779, 6404, 6238, 5357, 6164, 6003, 6860, 5644, 5018, 6405, 6531, 6004, 5841, 5430, 5858, 5865, 6130, 6119, 6875, 6051, 6570, 7367, 6552, 6447, 4806, 6883, 5791, 5620, 5428, 4793, 5977, 6274, 5940, 5551, 5355, 5866, 5464, 1G01770, 1G04910, 1G16570, 1G30010, 1G50200, 1G55480, 1G61850, 1G68830, 2G15620, 2G16880, 2G26930, 2G35040, 2G39450, 3G03380, 3G06860, 3G08670, 3G25430, 3G26410, 3G53180, 4G01570, 4G02460, 4G16570, 4G17090, 4G17370, 4G18830, 4G21350, 4G24830, 4G26090, 4G29010, 4G29310, 4G34350, 4G35560, 5G04360, 5G08030, 5G08280, 5G10900, 5G20990, 5G26570, 5G54080, 5G56580, 5G58330, 5G60020, 5G63010, 5G64270
S0895 	0.18249	0	
S0896 	0.16391	1	
S0897 	0.15921	3	6048, 5744, 3G10380
S0899 	0.06924	49	4757, 5404, 6393, 5280, 5463, 4724, 5990, 4527, 5945, 5639, 6496, 5644, 6494, 5858, 5936, 6570, 5188, 6036, 6883, 5940, 6947, 5464, 6782, 7296, 1G03090, 1G06440, 1G14300, 1G16570, 1G27760, 1G50200, 1G61850, 1G68830, 3G03710, 3G06880, 3G48820, 3G57180, 4G01880, 4G16570, 4G17090, 4G20070, 4G35880, 5G02270, 5G13420, 5G21930, 5G26570, 5G46070, 5G46220, 5G63010, 5G64270
S0901 	0.0768	20	4757, 4889, 6914, 5463, 5842, 6565, 5981, 6733, 1G24610, 1G31800, 1G67120, 2G26170, 2G38000, 3G48380, 4G14940, 4G32430, 4G33330, 4G35760, 4G37030, 5G06940
S0902 	0.05891	41	4757, 6933, 5578, 5664, 6992, 5614, 5206, 5138, 5910, 5463, 6779, 5477, 6689, 5840, 6439, 5644, 5421, 5842, 5936, 5772, 6430, 6733, 5469, 5919, 5551, 5257, 1G01220, 1G02420, 1G05910, 1G09900, 1G50200, 1G55910, 1G65840, 1G70570, 1G77405, 2G38000, 3G19990, 3G26670, 3G47400, 3G54690, 5G46100
S0903 	0.0487	195	4757, 6110, 6016, 5489, 5200, 6738, 6176, 7136, 5131, 6450, 5702, 5599, 6487, 7067, 6979, 5870, 7313, 5942, 6882, 5477, 5990, 6270, 5945, 5357, 5335, 6164, 6860, 5821, 5536, 5594, 5634, 6785, 5980, 5430, 4942, 5859, 6041, 6051, 6570, 6563, 6036, 6886, 7628, 6038, 5355, 5426, 6379, 5857, 5464, 6507, 1G01910, 1G02400, 1G02860, 1G02970, 1G04690, 1G05850, 1G06270, 1G10385, 1G13970, 1G15740, 1G15980, 1G16570, 1G19860, 1G47380, 1G49970, 1G52520, 1G55270, 1G55760, 1G58120, 1G60060, 1G60490, 1G61850, 1G63700, 1G70260, 1G72970, 1G75200, 1G80410, 2G21470, 2G22120, 2G23140, 2G26690, 2G32040, 2G38500, 2G39730, 2G39970, 2G41190, 2G43770, 2G46060, 2G46370, 2G46890, 3G02570, 3G03210, 3G04480, 3G06270, 3G06860, 3G07080, 3G08670, 3G08950, 3G09090, 3G10030, 3G11220, 3G12280, 3G12610, 3G13490, 3G15550, 3G16270, 3G16910, 3G17830, 3G20050, 3G20240, 3G20920, 3G21420, 3G25430, 3G26670, 3G43300, 3G50620, 3G51930, 3G54860, 3G56370, 3G57610, 3G60830, 3G61960, 4G00550, 4G02030, 4G16144, 4G16570, 4G18010, 4G18830, 4G18950, 4G20050, 4G24190, 4G24220, 4G24830, 4G29310, 4G30600, 4G30790, 4G31540, 4G33080, 4G33210, 4G33330, 4G34260, 4G34850, 4G35760, 4G35870, 4G35880, 4G36790, 4G39850, 5G01380, 5G02480, 5G03280, 5G04360, 5G04550, 5G05680, 5G08280, 5G08530, 5G08580, 5G11390, 5G11560, 5G12470, 5G12900, 5G13420, 5G13640, 5G14230, 5G14510, 5G14700, 5G16310, 5G17230, 5G18580, 5G18830, 5G19640, 5G20350, 5G20890, 5G23050, 5G26570, 5G35460, 5G36880, 5G40440, 5G40740, 5G46070, 5G48270, 5G49030, 5G49890, 5G53000, 5G54570, 5G54690, 5G54830, 5G58230, 5G58470, 5G60750, 5G60790, 5G62130, 5G63050, 5G63860, 5G65990, 5G66680
S0904 	0.09101	7	1G66830, 3G53180, 4G18830, 4G22720, 5G14510, 5G21930, 5G50320
S0906 	0.01987	55	4757, 4889, 5578, 5318, 5280, 6498, 6914, 6034, 5463, 5434, 6366, 6500, 5264, 6000, 5899, 6003, 6955, 5842, 6004, 6679, 5744, 6483, 6320, 6886, 6447, 4793, 5464, 1G06560, 1G10385, 1G12150, 1G51550, 1G61850, 1G63660, 2G01070, 2G16880, 2G35040, 2G43770, 3G06483, 3G07140, 3G19990, 3G26090, 3G53180, 4G24220, 4G33945, 4G34260, 4G34350, 5G03070, 5G20990, 5G21970, 5G40440, 5G40480, 5G40820, 5G51970, 5G54260, 5G56580
S0941 	0.14257	6	5894, 6550, 5958, 5G03430, 5G58940, 5G65500
S0946 	0.17031	2	4G18950, 4G33945
S0947sl 	0.14713	1	
S0949 	0.17933	0	
S0951 	0.06494	18	4889, 6376, 5206, 6450, 5138, 6034, 4527, 6366, 6860, 5821, 6227, 5355, 1G63660, 2G47020, 3G06860, 4G21350, 5G53970, 5G63840
S0952 	0.05037	53	6620, 5578, 5702, 6492, 6882, 5434, 6528, 4954, 5990, 6366, 4802, 5644, 6570, 5968, 5188, 5843, 6791, 6924, 6782, 1G01910, 1G04690, 1G09340, 1G15440, 1G16570, 1G63660, 1G67120, 1G79080, 1G79560, 1G80410, 2G38000, 2G40760, 3G19990, 3G23020, 3G48425, 3G48820, 4G16570, 4G21350, 4G21770, 4G22720, 4G29810, 4G33080, 4G38010, 5G02270, 5G08280, 5G10900, 5G11960, 5G19180, 5G26570, 5G45780, 5G54180, 5G58330, 5G61865, 5G64270
S0954 	0.19685	0	
S0956 	0.02169	79	4757, 4889, 6978, 5168, 6393, 5318, 6498, 5339, 7279, 6034, 6882, 5463, 5434, 6859, 6114, 4527, 5639, 6258, 5899, 6496, 5513, 5842, 6198, 5299, 6460, 5936, 5744, 4890, 6051, 6732, 6320, 6570, 6913, 5343, 4793, 6636, 5977, 5469, 5551, 5926, 5296, 1G09340, 1G14300, 1G16570, 1G47670, 1G50120, 1G53270, 1G68930, 2G24230, 2G38000, 2G39830, 2G46890, 3G03210, 3G11460, 3G17900, 3G20050, 3G20630, 3G43240, 3G53180, 3G54690, 3G56940, 4G16570, 4G22720, 4G29010, 4G33760, 4G34260, 5G12040, 5G13420, 5G18700, 5G20170, 5G26570, 5G39710, 5G50170, 5G52280, 5G52580, 5G59900, 5G60750, 5G61560, 5G63010
S0957 	0.09827	46	5614, 5064, 5942, 5945, 6003, 5958, 6051, 5721, 1G06260, 1G12150, 1G27760, 1G55270, 2G27090, 2G28070, 2G38500, 2G40070, 3G11540, 3G12280, 3G19553, 3G22170, 3G24170, 3G56370, 4G00450, 4G03020, 4G03260, 4G17230, 4G29310, 4G30600, 4G30790, 4G33330, 4G33440, 4G35850, 4G39470, 5G04550, 5G08280, 5G08580, 5G08660, 5G12900, 5G19680, 5G19730, 5G20270, 5G20350, 5G40740, 5G53970, 5G57800, 5G63050
S0959 	0.02317	57	4757, 4889, 5578, 6532, 6498, 6048, 6492, 5463, 6859, 6114, 5357, 6496, 6164, 6003, 6909, 5642, 5299, 5328, 5936, 5744, 4890, 6051, 4992, 6430, 4793, 5469, 5464, 6507, 6398, 6797, 5406, 5296, 1G08460, 1G65320, 2G16880, 2G29560, 2G38510, 2G41190, 2G45500, 3G08760, 3G24170, 3G54690, 3G55160, 3G56940, 3G60830, 4G22720, 4G29010, 5G02270, 5G08415, 5G15880, 5G16210, 5G18580, 5G26820, 5G36890, 5G48270, 5G51340, 5G53480
S0960 	0.01952	76	4757, 6376, 5168, 5318, 7141, 6498, 6048, 7279, 6034, 7363, 5463, 6114, 5090, 5562, 6265, 6258, 5899, 6496, 5536, 5842, 6128, 6601, 6130, 5744, 6051, 6320, 7367, 7029, 5843, 5343, 4793, 5656, 6401, 5469, 5034, 6797, 5406, 5721, 1G02970, 1G10385, 1G19025, 1G55250, 1G55480, 1G73990, 1G79560, 2G21470, 2G29050, 2G42850, 3G01100, 3G07140, 3G07420, 3G15550, 3G51470, 3G53180, 3G54690, 3G56120, 3G61960, 4G02990, 4G03020, 4G05090, 4G11120, 4G18060, 4G21350, 5G06940, 5G11380, 5G12040, 5G14700, 5G22030, 5G22800, 5G35410, 5G40440, 5G49430, 5G51830, 5G51970, 5G53320, 5G60750
S0963 	0.08093	29	6016, 6620, 5578, 5348, 5664, 6498, 6492, 5434, 6238, 5430, 5744, 6570, 5940, 5355, 1G01910, 1G16570, 1G20560, 1G68570, 2G21610, 2G45500, 2G47020, 3G25430, 4G16570, 4G17090, 4G24190, 5G14230, 5G20990, 5G26570, 5G46100
